Month,Country,Product_Category,Units_Sold,Unit_Price,Discount,Revenue
2023-11,Australia,Clothing,28,849.63,0.28,17128.54
2023-11,UK,Toys,4,356.91,0.27,1042.18
2023-11,Germany,Clothing,13,20.18,0.21,207.25
2023-11,India,Toys,46,796.54,0.08,33709.57
2023-11,Japan,Toys,28,268.44,0.1,6764.69
2023-11,Australia,Electronics,12,193.88,0.11,2070.64
2023-11,Germany,Clothing,44,173.24,0.07,7088.98
2023-11,Australia,Toys,31,158.97,0.29,3498.93
2023-11,India,Home,34,197.5,0.0,6715.0
2023-11,Japan,Clothing,9,753.67,0.23,5222.93
2023-11,USA,Home,3,301.32,0.03,876.84
2023-11,UK,Toys,49,16.81,0.06,774.27
2023-11,France,Toys,26,719.95,0.26,13851.84
2023-11,USA,Toys,12,910.08,0.09,9938.07
2023-11,Brazil,Toys,1,445.66,0.22,347.61
2023-11,UK,Clothing,21,435.66,0.25,6861.65
2023-11,Japan,Electronics,33,125.75,0.2,3319.8
2023-11,USA,Clothing,46,600.12,0.13,24016.8
2023-11,France,Toys,5,361.58,0.01,1789.82
2023-11,Germany,Home,23,662.07,0.28,10963.88
2023-11,Germany,Home,22,527.91,0.21,9175.08
2023-11,Australia,Clothing,10,333.53,0.0,3335.3
2023-11,Brazil,Home,5,107.75,0.02,527.98
2023-11,France,Toys,45,589.23,0.07,24659.28
2023-11,UK,Toys,2,741.48,0.01,1468.13
2023-11,Japan,Home,28,230.83,0.26,4782.8
2023-11,France,Home,8,303.39,0.28,1747.53
2023-11,Japan,Toys,30,267.07,0.29,5688.59
2023-11,France,Toys,47,152.87,0.03,6969.34
2023-11,India,Toys,1,463.35,0.07,430.92
2023-11,Brazil,Electronics,1,146.51,0.21,115.74
2023-11,USA,Electronics,15,822.49,0.14,10610.12
2023-11,France,Toys,8,166.72,0.02,1307.08
2023-11,Japan,Clothing,13,93.84,0.14,1049.13
2023-11,Japan,Electronics,6,570.03,0.05,3249.17
2023-11,Australia,Electronics,15,825.39,0.12,10895.15
2023-11,India,Home,35,26.59,0.2,744.52
2023-11,USA,Electronics,23,536.26,0.01,12210.64
2023-11,France,Clothing,20,257.27,0.2,4116.32
2023-11,USA,Clothing,4,566.57,0.21,1790.36
2023-11,France,Home,44,125.19,0.18,4516.86
2023-11,UK,Home,44,696.4,0.19,24819.7
2023-11,Germany,Toys,35,409.18,0.25,10740.98
2023-11,Australia,Toys,17,900.27,0.29,10866.26
2023-11,UK,Toys,36,419.04,0.2,12068.35
2023-11,Japan,Electronics,48,224.79,0.09,9818.83
2023-11,Australia,Home,16,829.03,0.01,13131.84
2023-11,France,Clothing,28,523.09,0.21,11570.75
2023-11,UK,Clothing,8,507.4,0.22,3166.18
2023-11,India,Home,45,838.13,0.02,36961.53
2023-11,Germany,Home,39,639.06,0.19,20187.91
2023-11,UK,Clothing,10,321.68,0.01,3184.63
2023-11,France,Electronics,39,734.18,0.25,21474.76
2023-11,France,Home,5,17.98,0.28,64.73
2023-11,France,Clothing,44,385.25,0.27,12374.23
2023-11,Australia,Clothing,18,257.01,0.16,3885.99
2023-11,India,Electronics,10,577.31,0.1,5195.79
2023-11,UK,Home,3,830.2,0.21,1967.57
2023-11,Australia,Toys,4,241.56,0.06,908.27
2023-11,Australia,Clothing,6,446.17,0.04,2569.94
2023-11,Japan,Toys,11,459.86,0.23,3895.01
2023-11,India,Toys,12,662.91,0.21,6284.39
2023-11,India,Home,41,206.11,0.02,8281.5
2023-11,France,Home,5,314.14,0.16,1319.39
2023-11,Japan,Electronics,28,139.2,0.17,3235.01
2023-11,Brazil,Electronics,10,898.99,0.03,8720.2
2023-11,USA,Clothing,41,61.87,0.05,2409.84
2023-11,Australia,Clothing,10,241.47,0.01,2390.55
2023-11,France,Clothing,45,311.56,0.08,12898.58
2023-11,Japan,Toys,2,927.2,0.13,1613.33
2023-11,Japan,Home,11,425.8,0.0,4683.8
2023-11,UK,Electronics,26,947.29,0.23,18964.75
2023-11,UK,Home,47,49.86,0.18,1921.6
2023-11,France,Toys,39,16.19,0.02,618.78
2023-11,UK,Home,15,278.78,0.27,3052.64
2023-11,Brazil,Home,46,202.5,0.03,9035.55
2023-11,France,Clothing,43,807.59,0.07,32295.52
2023-11,Australia,Toys,21,96.72,0.03,1970.19
2023-11,Germany,Toys,29,630.19,0.09,16630.71
2023-11,Brazil,Toys,14,754.94,0.02,10357.78
2023-11,Germany,Electronics,37,730.25,0.15,22966.36
2023-11,Brazil,Clothing,19,224.09,0.06,4002.25
2023-11,France,Home,29,157.76,0.08,4209.04
2023-11,Germany,Clothing,22,134.31,0.05,2807.08
2023-11,Japan,Toys,30,397.99,0.21,9432.36
2023-11,France,Home,29,351.37,0.1,9170.76
2023-11,Brazil,Toys,9,237.69,0.12,1882.5
2023-11,Japan,Toys,47,792.62,0.04,35763.01
2023-11,Australia,Toys,18,54.84,0.2,789.7
2023-12,UK,Electronics,22,674.56,0.08,13653.09
2023-12,USA,Electronics,42,450.08,0.15,16067.86
2023-12,Germany,Home,42,795.88,0.2,26741.57
2023-12,India,Electronics,31,296.55,0.14,7906.02
2023-12,USA,Home,10,433.21,0.1,3898.89
2023-12,India,Toys,16,648.41,0.01,10270.81
2023-12,Brazil,Home,24,825.04,0.17,16434.8
2023-12,Germany,Home,26,528.36,0.08,12638.37
2023-12,India,Electronics,11,992.04,0.09,9930.32
2023-12,Germany,Electronics,42,793.55,0.18,27329.86
2023-12,Germany,Toys,19,134.7,0.29,1817.1
2023-12,UK,Home,45,143.73,0.05,6144.46
2023-12,UK,Electronics,2,768.17,0.0,1536.34
2023-12,Japan,Clothing,20,283.16,0.23,4360.66
2023-12,France,Clothing,42,241.0,0.19,8198.82
2023-12,India,Clothing,42,258.57,0.2,8687.95
2023-12,France,Clothing,20,704.37,0.03,13664.78
2023-12,Australia,Clothing,32,483.74,0.28,11145.37
2023-12,Australia,Electronics,12,37.57,0.19,365.18
2023-12,India,Clothing,48,37.57,0.19,1460.72
2023-12,India,Home,36,182.9,0.09,5991.8
2023-12,Brazil,Electronics,14,403.91,0.24,4297.6
2023-12,France,Toys,20,568.28,0.15,9660.76
2023-12,USA,Clothing,14,841.42,0.04,11308.68
2023-12,USA,Toys,12,159.18,0.26,1413.52
2023-12,France,Toys,22,530.22,0.21,9215.22
2023-12,Germany,Toys,25,314.81,0.25,5902.69
2023-12,Germany,Clothing,38,302.87,0.0,11509.06
2023-12,UK,Toys,5,665.22,0.19,2694.14
2023-12,Japan,Home,31,52.05,0.21,1274.7
2023-12,India,Electronics,23,561.01,0.1,11612.91
2023-12,Australia,Home,44,925.01,0.14,35002.38
2023-12,Germany,Clothing,5,112.4,0.12,494.56
2023-12,Australia,Toys,14,127.04,0.0,1778.56
2023-12,Brazil,Home,17,558.81,0.04,9119.78
2023-12,Japan,Home,32,852.64,0.29,19371.98
2023-12,UK,Electronics,9,557.58,0.24,3813.85
2023-12,Brazil,Clothing,2,611.06,0.12,1075.47
2023-12,India,Toys,1,321.77,0.03,312.12
2023-12,UK,Home,47,977.03,0.12,40409.96
2023-12,Japan,Clothing,16,995.61,0.17,13221.7
2023-12,India,Home,47,325.12,0.15,12988.54
2023-12,Germany,Clothing,8,322.09,0.04,2473.65
2023-12,UK,Toys,35,669.95,0.04,22510.32
2023-12,Germany,Electronics,20,755.94,0.26,11187.91
2023-12,Japan,Home,38,101.58,0.23,2972.23
2023-12,France,Toys,22,314.45,0.15,5880.21
2023-12,France,Clothing,43,204.28,0.04,8432.68
2023-12,USA,Clothing,48,289.44,0.09,12642.74
2023-12,France,Toys,9,95.17,0.02,839.4
2023-12,Brazil,Home,12,479.42,0.02,5637.98
2023-12,UK,Clothing,42,821.87,0.01,34173.35
2023-12,UK,Home,6,259.79,0.09,1418.45
2023-12,USA,Toys,1,977.26,0.16,820.9
2023-12,Germany,Clothing,47,371.17,0.19,14130.44
2023-12,France,Toys,25,703.43,0.23,13541.03
2023-12,Germany,Home,37,30.72,0.09,1034.34
2023-12,India,Electronics,25,834.87,0.09,18993.29
2023-12,Germany,Clothing,4,401.98,0.23,1238.1
2023-12,Japan,Clothing,11,376.32,0.17,3435.8
2023-12,France,Home,28,583.93,0.1,14715.04
2023-12,India,Clothing,29,345.91,0.15,8526.68
2023-12,Japan,Home,30,504.31,0.03,14675.42
2023-12,Japan,Clothing,29,873.93,0.14,21795.81
2023-12,India,Home,38,393.4,0.2,11959.36
2023-12,Australia,Clothing,38,460.83,0.12,15410.16
2023-12,Brazil,Clothing,17,955.02,0.05,15423.57
2023-12,USA,Electronics,7,530.01,0.03,3598.77
2023-12,UK,Toys,33,135.56,0.12,3936.66
2023-12,USA,Toys,17,623.77,0.21,8377.23
2023-12,Germany,Electronics,7,599.28,0.26,3104.27
2023-12,UK,Toys,24,804.98,0.16,16228.4
2023-12,UK,Home,27,596.84,0.04,15470.09
2023-12,Germany,Toys,29,152.03,0.05,4188.43
2023-12,UK,Home,4,618.26,0.16,2077.35
2023-12,Japan,Clothing,48,590.76,0.25,21267.36
2023-12,Japan,Clothing,11,793.5,0.27,6371.81
2023-12,Germany,Clothing,26,284.3,0.28,5322.1
2023-12,India,Home,26,971.23,0.05,23989.38
2023-12,Japan,Toys,8,803.67,0.14,5529.25
2023-12,USA,Home,37,20.39,0.27,550.73
2023-12,USA,Electronics,12,951.03,0.01,11298.24
2023-12,India,Clothing,21,22.78,0.07,444.89
2023-12,UK,Clothing,15,614.27,0.01,9121.91
2023-12,Germany,Clothing,18,603.47,0.27,7929.6
2023-12,Germany,Clothing,37,906.48,0.25,25154.82
2023-12,Brazil,Clothing,11,828.08,0.18,7469.28
2023-12,India,Clothing,29,77.43,0.07,2088.29
2023-12,Brazil,Clothing,42,786.56,0.18,27089.13
2023-12,Brazil,Home,16,867.63,0.05,13187.98
2023-12,Australia,Toys,49,575.89,0.06,26525.49
2023-12,Australia,Electronics,23,789.86,0.09,16531.77
2023-12,UK,Clothing,39,380.07,0.19,12006.41
2023-12,UK,Home,3,192.61,0.06,543.16
2023-12,Brazil,Home,6,391.25,0.26,1737.15
2023-12,France,Home,3,388.96,0.25,875.16
2023-12,Germany,Home,4,17.26,0.01,68.35
2023-12,Australia,Home,16,570.36,0.26,6753.06
2023-12,Germany,Clothing,13,122.41,0.28,1145.76
2023-12,Brazil,Clothing,34,193.42,0.16,5524.08
